Designação,Nome,Logradouro,Bairro,Número,Complemento,CEP,IDEB 1º Segmento,IDEB 2º Segmento,Latitude,Longitude,Ginásio Carioca,Acessibilidade,Séries Atendidas,Turnos Atendidos,Ginásio Olímpico,Diretor,Telefone,INEP,Coordenador Pedagógico
0622017,LIA BRAGA DE FARIA,Rua Nova Trento,Guadalupe,327,,21670-440,5.2,,"-22.8461074230284","-43.3759662827062",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola/Realfabetização 1,,N,VANIA LAURA CRUZ MORAES DE OLIVEIRA,3015-0818,33087156,LUSIANE NASCIMENTO DE SOUZA
0622018,BADEN POWELL,Rua Nova Trento,Guadalupe,28,,21670-000,,4.7,"-22.8459183182489","-43.3761074335143",N,N,6º Ano/7º Ano/8º Ano/9º Ano/PROJOVEM,,N,GISELDA ALVES DOS SANTOS,3015-2730,33086915,TEREZA CRISTINA PINTO DOS SANTOS
0622019,EMILIO CARLOS,Rua Pinheiro Bittencourt,Guadalupe,S/Nº,,21675-130,,4.9,"-22.8438243126163","-43.365450519167",N,N,7º Ano/8º Ano/9º Ano,,N,ROSANIA ERNESTO DE MIRANDA,3015-2739,33087016,YARA DAS GRACAS DE PINHO
0622020,MAURICE MAETERLINCK,Rua Bétula,Guadalupe,50,,21660-100,5.8,,"-22.8398040068389","-43.3797546032106",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Realfabetização 1,,N,MARILSA ALVES DE SOUSA,3107-3637,33087202,ADRIANA MENDES PEREIRA
0622021,ISAIAS ALVES,Rua Dom José De Souza,Guadalupe,S/N.º,,21675-040,6.1,,"-22.84389143114","-43.3650323966532",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/Aceleração 3/Realfabetização 1,,N,GISELE SILVA DE AZEVEDO ALVES,3015-2011,33087121,SOLANGE MOREIRA MENDES
0622022,ROSE KLABIN,Rua Reginópolis,Guadalupe,135,,21675-450,,4.6,"-22.8460643735566","-43.372091664339",N,N,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2,,N,ALINE MENDUINA CALIL,3015-2675,33087342,
0622023,GILBERTO AMADO,Rua Prof. Waldemar Raythe,Guadalupe,S/Nº,,21665-280,5.5,,"-22.8345429149069","-43.3728865979548",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Creche/PEJA I - Bloco 1/PEJA I - Bloco 2/Pré-Escola,,N,ROSINEA BITTENCOURT RODRIGUES,3107-0780,33087083,JOSANE PECANHA DA SILVA
0622024,MARIO PIRAGIBE,Rua Alcobaça,Anchieta,1.127,,21645-360,4.6,3.7,"-22.8250964772259","-43.3917018204682",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 2A/Realfabetização 1/Realfabetização 2,,N,DENISE DE OLIVEIRA REIS,3358-0992,33087199,ELAINE SIMOES PINTO
0622025,LUCIO DE MENDONCA,Rua Itajacê,Anchieta,34,,21645-310,4.8,,"-22.8170521857517","-43.3998724369845",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,SANDRA MARIA DE OLIVEIRA RAMOS,3358-0535,33087164,LETICIA RODRIGUES BASTOS ROSA DA SILVA
0622026,CLAUDIO GANNS,Rua Jaguará,Anchieta,203,,21630-540,5.2,,"-22.8272503116231","-43.4156964465725",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola,,N,MARTA APARECIDA DE SOUZA,3358-0285/3015-3443,33086966,VIVIANE TEIXEIRA DE OLIVEIRA
0622027,HILDEGARDO DE NORONHA,Rua Nagóia,Anchieta,S/N.º,,21655-540,4.6,,"-22.8202325815652","-43.3860784836975",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,,N,LEILA FERREIRA DE SALLES,3358-0588,33087113,VIVIANE GOMES GONCALVES PINTO
0622201,POETA FERNANDO PESSOA,Rua Silvestre Felipe,Parque Anchieta,S/Nº,,21635-430,4.6,,"-22.8289833682172","-43.4180563660662",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Aceleração 1/Classe Especial/Realfabetização 1,1º Turno/2º Turno/Integral,N,NILZILENEA GOUVEA READI,3358-0294,33086524,ROSIMERE GOUVEIA DA ROCHA
0622202,GENERAL AUGUSTO CESAR SANDINO,Praça Otacílio Pedro Vasco,Anchieta,S/Nº,,21635-380,,,"-22.8346109453804","-43.4147026236612",N,S,Creche/Pré-Escola,,N,IZABEL CRISTINA DE MEDEIROS,3358-0553,33086486,ANA PAULA TRINDADE OLIVEIRA
0622203,OSWALD DE ANDRADE,Praça Zelma Pereira,Parque Anchieta,S/Nº,,21625-460,6.6,,"-22.8322010602247","-43.3983639617135",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Pré-Escola,,N,MARIA DE FATIMA FARIA PALOMANES MONTEIRO,3358-0959,33086516,VANIA LUCIA MACHADO DE FEU
0622204,JOAO DO RIO,Rua Pinheiro Bitencourt,Guadalupe,S/N.º,,21675-040,5.2,,"-22.8445437461317","-43.3651838462893",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,DEISE NUNES MOREIRA PREDES,3015-3866,33086508,MARGARETE MIRANDA DOS SANTOS FERREIRA
0622601,JOSÉ GOULART,Rua Luis Carlos Prestes,Anchieta,S/Nº,,21645-370,,,"-22.8267094391302","-43.3943450681702",N,N,Creche,Integral,N,ILCEMAR PEREIRA LESSA,3358-1278/3358-1213,33136955,
0622602,SILVIO AMANCIO,Rua Severino de Oliveira,Jardim Cristina Capri - Anchieta,s/nº,,21645-560,,,"-22.8253477871587","-43.3887582034615",N,N,Creche,Integral,N,ANGELICA FREIRE DARGAINS DOS REIS,3358-1453/3358-1358,33147361,
0622603,YARA AMARAL,Rua Alfredo José de Freitas - Vila Papavento,Anchieta,s/nº,,21655-430,,,"-22.8195824657076","-43.3861319546127",N,N,Creche,Integral,N,MARILENE MARIA DA SILVA RANGEL,3012-6390/3358-3028,33158070,
0622801,ERNANI CARDOSO,Rua Francolin,Guadalupe,50,,,,,"-22.8383021","-43.3798427",N,S,Creche/Pré-Escola,,N,TANIA MARA MELETTI DA SILVA GOULART,3107-3653/3107-3653,33087024,MARIA LUCIA FAUSTO DOS SANTOS GUIMARAES
0622802,PROFESSORA MILTOLINA DA SILVA,Rua Jornalista Hermano Requião,Guadalupe,S/N.º,,21670-360,,,"-22.9035393","-43.2095869",N,N,Creche/Pré-Escola,,N,ENI CURVELO FREIRE,3015-3658,33086931,RENATA GUIMARAES BEZERRA
0625001,ALIPIO MIRANDA RIBEIRO,Rua Agenor Porto,Coelho Neto,S/N°,,21511-490,4.8,,"-22.8358765422174","-43.3585093327638",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial,,N,ANDREA FIGUEIREDO FILHO,2407-0636,33088217,MICHELE MADEIRA PARADA FERRAZ
0625003,MONTE CASTELO,Rua Ouseley,Coelho Neto,S/N°,,21530-170,,3.3,"-22.8289276435808","-43.3483550287624",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 3/Realfabetização 2,,N,SONIA DE ARAUJO PAZ DE MEDEIROS,2407-0330,33088276,
0625004,GENERAL OSORIO,Av. Brasil,Coelho Neto,19.462,,21530-000,4.8,,"-22.8285401689787","-43.3462285942562",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 2A/Classe Especial/Realfabetização 1,,N,ALESSANDRA CARLOS PEREIRA DE SOUZA,2407-2164/2407-2166,33087075,ANTONIA DE OLIVEIRA CAZUZA DA SILVA
0625005,CHARLES ANDERSON WEAVER,Rua Carlos Pacheco Ávila,Coelho Neto,S/Nº,,21530-150,4.2,3.9,"-22.828275801608","-43.3519380557586",N,N,3º Ano/4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 1/Realfabetização 2,,N,SANNY GUTEMBERG DOS SANTOS DE QUEIROZ,2407-2197,33088233,
0625006,ERICO VERISSIMO,Rua Brigadeiro Ovídio Beraldo,Acari,255,,21530-130,5.5,,"-22.8245501891636","-43.3514645655613",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,SHEILA CARTES LOPES BORGES JORGE,2407-0784,33088250,ISA MIRIAN DA SILVA SANTOS
0625008,VIRGILIO FRANCISCO MONTEIRO,Rua Ender,Coelho Neto,180,,21530-160,5.6,,"-22.8264293612052","-43.3526383593972",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,ELOA BARBOSA MOREIRA MENDES FRANCA,2407-2156,33088314,ANA EMILIA RIBEIRO RAMOS
0625009,CORNELIO PENA,Av. Brasil,Irajá,18.476,,21530-000,5.1,,"-22.8253705773021","-43.3390505129744",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,SANDRA REGINA DIAS LIMA DE SOUZA,3375-9696/3362-1021,33088241,RITA DE FATIMA MASTRIANNI PAIVA
0625010,C.C. PIONEIRAS SOCIAIS 04,,,,,,,,"","",,,,,N,,,,
0625011,PROFESSOR ESCRAGNOLLE DORIA,Rua Gil Eanes,Costa Barros,76,,21532-210,6.2,,"-22.8203926299541","-43.3615272307269",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Realfabetização 1,,N,REGINA DE FATIMA DE MATTOS LINS VAZ,2407-2238,33087318,CLAUDIA DE SOUZA COSTA
0625013,FERNANDO RODRIGUES DA SILVEIRA,Rua José Da Cruz Rajo,Costa Barros,s/n°,,21650-220,,4,"-22.8265350818474","-43.3704331104721",N,S,7º Ano/8º Ano/9º Ano,,N,ELIANE PINTO DE CARVALHO,3107-0505/3107-3159,33087059,ANA MARIA FERREIRA PINHAL DA ROCHA
0625014,ALBERTO JOSE SAMPAIO,Rua Inhumay,Pavuna,S/Nº,,21520-300,5.1,4.1,"-22.8075997789597","-43.3719695213716",N,S,1º Ano/2º Ano/4º Ano/5º Ano/6º Ano/7º Ano/8º Ano/9º Ano,,N,LUIZ ALBERTO BRUNO,2407-2338/2407-0356,33086834,MARISANGELA DAS CHAGAS GARCIA DOS SANTOS
0625015,MAX FLEIUSS,Pça. Nossa S. Das Dores,Pavuna,S/Nº,,21520-300,,,"-22.8082941512873","-43.3700755176571",N,S,1º Ano/2º Ano/3º Ano/Pré-Escola,,N,ANA CRISTINA SILVA DE OLIVEIRA,2407-2112,33087210,LUCINDA MORENO FREIRE
0625016,MESTRE VALENTIM,Rua Jornalista Mário Lisboa,Anchieta,127,,21655-460,6.1,,"-22.8166315875549","-43.3856802580558",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola/Realfabetização 1,,N,MONICA MARIA OLIVEIRA RODRIGUES,3358-1037,33087229,ROSALINA FORTES MONTEIRO
0625017,GRANDJEAN DE MONTIGNY,Pça. dos Ucranianos,Pavuna,S/Nº,,21650-480,5.7,,"-22.8134047872349","-43.3735517163549",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola,,N,VANIA DE ALMEIDA BRIVIO,3358-1080/3358-1084,33087091,ANA KELI GOMES DE CASTRO BARBOSA
0625018,COMANDANTE ARNALDO VARELLA,Av. Chrisóstomo Pimentel Oliveira,Pavuna,2.505,,21650-000,,3.9,"-22.8127354208447","-43.3762606801176",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Realfabetização 2,,N,MARIO LUIZ VIEIRA DE SOUZA,3358-1092,33086982,SILVIA REGINA BARBOSA DOS SANTOS FERNANDES
0625019,ESCULTOR LEAO VELLOSO,Rua Dr. José Thomaz,Pavuna,1000,,21520-020,,3.3,"-22.8156850894204","-43.3605790423168",N,N,7º Ano/8º Ano/9º Ano/Aceleração 2A,,N,RITA MARIA BRAGA DE JESUS,2407-2242,33087032,MARA KETH OLIVEIRA DE SOUZA CARVALHO
0625020,ARTUR AZEVEDO,Av. Sargento Antonio Ernesto,Pavuna,S/Nº,,21520-460,6.2,,"-22.8097605888163","-43.3562869891802",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,MAURINEA PEREIRA FRITZ,2407-2273,33086907,ELISANGELA DA SILVA CUNHA
0625021,OCTAVIO TARQUINIO DE SOUZA,Rua Sargento Antonio Ernesto,Pavuna,S/Nº,,21520-460,6.3,,"-22.8099468120088","-43.3568371763109",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,NEUSA ALVES HONORIO,2407-2236/2407-2185,33087270,CLAUDIA CAVALCANTE DOS SANTOS ARAUJO
0625022,MANUEL DE ABREU,Rua Auta de Sousa,Pavuna,S/Nº,,21525-530,6.3,,"-22.8031172802884","-43.3566481888389",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/PROJOVEM/Pré-Escola,,N,SOFIA LUCIA PITTA QUINTANILHA,2407-2347/2407-2538,33087180,
0625023,THOMAS JEFFERSON,Av. Pastor Martin Luther King Junior,Acari,S/Nº,,21530-000,4.4,,"-22.819312115704","-43.352024511634",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,FELIPE RIBEIRO RAMALHO,2407-6695/2407-3918,33088306,ALESSANDRA DE CARVALHO OLIVEIRA
0625024,ALEXANDRE DE GUSMAO,Rua Fausto e Castro,Pavuna,S/N°,,21535-130,,,"-22.8157918230673","-43.3392758921788",N,N,1º Ano/2º Ano/3º Ano/Pré-Escola,,N,VANIA ERINGER DE SOUZA FREITAS,2407-3934,33086842,ROSEMARY MARINETE FERREIRA DA COSTA DE MEDEIROS
0625025,OTAVIO KELLY,Pça. Ênio,Pavuna,S/Nº,,21520-410,6.2,,"-22.8074632824726","-43.3576844969863",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Pré-Escola,,N,PATRICIA DE MORAES ESTEVES,2407-3718,33087261,CARMEN LUCIA COSTA DOS SANTOS
0625026,EUGENIA DUTRA HAMANN,Rua Belém da Cachoeira,Pavuna,89,,21521-330,5.4,,"-22.816730508017","-43.3522506961829",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano,,N,,2407-4042,33087040,ALINE GONCALVES CORREA
0625027,ANDREA FONTES PEIXOTO,Rua Fausto e Castro,Pavuna,S/Nº,,21535-130,5.2,4.5,"-22.8158248617569","-43.3397749696307",N,N,4º Ano/5º Ano/6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 1,,N,ERICA MARTINS BARROS,2407-4150/2407-0365,33088225,MARCIA CRISTINA DE SOUZA VEIGA
0625028,DEPUTADO HILTON GAMA,Pça. Ênio,Pavuna,S/Nº,,21520-410,,4.1,"-22.8073208697011","-43.3573814413505",N,N,6º Ano/7º Ano/8º Ano/9º Ano/Aceleração 3/PEJA II - Bloco 1/PEJA II - Bloco 2,,N,MARILIA CORREA LEONARDO,2407-4144/2407-4006,33087008,SIMONE GUIMARAES DA SILVA BASTOS
0625029,JOSE PEDRO VARELA,Pça. Campos do Jordão,Pavuna,S/Nº,,21520-190,5,,"-22.8182953779232","-43.360367869915",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,LUCILENE ALVES DANTAS,2407-4068,33087130,
0625030,TELEMACO GONCALVES MAIA,Pça. Ênio,Pavuna,S/Nº,,21520-410,,4.4,"-22.8063865661965","-43.3582810163576",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3,,N,MARCOS DE OLIVEIRA FRAGA,2407-6652,33086940,SILVANIA GOMES DA SILVA
0625031,LEVY MIRANDA,Rua Iguaba Grande,Pavuna,313,,21650-340,,4.5,"-22.814838704083","-43.377247350411",N,S,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano/Aceleração 2A/Aceleração 3/Realfabetização 2,,N,ANNA MARTHA BRAGA GONDIM TEIXEIRA,3358-1005,33087148,LENILSON ALTAMIRO
0625032,ALZIRO ZARUR,Rua Dores de Turvo,Pavuna,90,,21655-220,5.1,,"-22.8168590141381","-43.3785395639064",N,N,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Classe Especial/Pré-Escola/Realfabetização 1,,N,ILDA MARIA DIOGO PESSANHA SOARES,3358-1032,33086869,SIMONE PEREIRA DE SANTANA
0625033,ZILDA NUNES DA COSTA,Rua Iguaba Grande,Pavuna,370,,21655-340,4.3,,"-22.8172577730153","-43.3723893983686",N,N,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,VAGNER LUCIO DE LIMA,3358-1064,33087369,ALESSANDRA PIMENTEL DA SILVA
0625034,MOTORISTA PASCHOAL ANDRE,Praça  Soldado Ruben Galvão,Pavuna,S/Nº,,21654-490,5,,"-22.8195810369859","-43.3770903469517",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/Classe Especial/Pré-Escola/Realfabetização 1,1º Turno/2º Turno,N,LILIAN PEREIRA COSTA,2455-6584/2455-2816/2455-6584/2455-2816/2455-6584/2455-2816/2455-2816/2455-6584/3358-1370/3358-1187,33088284,ANDREA PASSOS CHAVES
0625035,PREFEITO MARCOS TAMOYO,Rua Ary Villar,Pavuna,S/Nº,,21520-860,5.9,,"-22.8152097382925","-43.3643024077556",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Pré-Escola,,N,ROSANA DE ARAUJO MARQUES,3452-3900/3452-3902,33139792,ALANA CHRISTINA PEQUENO DA CRUZ SEIXAS
0625041,JORNALISTA E ESCRITOR DANIEL PIZA,Rua Projetada,Acari,s/nº,,21530-040,,,"-22.8233527893647","-43.3532544994662",N,N,6º Ano/7º Ano/7º Ano - NJM/8º Ano/9º Ano,1º Turno/2º Turno,N,EDMILSON NASCIMENTO FREIRE,2407-0919,33167494,CRISTIANE REGINA DE PAULA DE OLIVEIRA
0625204,RUBENS GOMES,Rua Funcionário Mestre Macedo,Barros Filho,S/Nº,,21650-310,5.4,,"-22.8256786996815","-43.3681968628906",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/6º Ano/Aceleração 1/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,,N,HUGO RIBEIRO NEPOMUCENO,3107-3122,33088080,ROSANGELA DIAS LAMOGLIA BRANDAO
0625205,ANTONIO CANDEIA FILHO,Av. Brasil,Acari,S/Nº,,21530-000,3.3,,"-22.8284368490687","-43.3439333483146",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Aceleração 1/PEJA I - Bloco 1/PEJA I - Bloco 2/PEJA II - Bloco 1/PEJA II - Bloco 2/Pré-Escola/Realfabetização 1,1º Turno/2º Turno/EJA/Integral,N,EUFRASIA SILVA MIRANDA,3372-6256/3372-6815/3372-6171,33088071,MARISE DE CASSIA SOARES DE MELO
0625206,ANTON MAKARENKO,Estr. de Botafogo,Costa Barros,S/Nº,,21525-000,5.8,,"-22.8210579825765","-43.3685242993565",N,S,1º Ano/2º Ano/3º Ano/4º Ano/4º Ano - NCM/5º Ano/Pré-Escola/Realfabetização 1,,N,SONIA REGINA VIEIRA COUTINHO,2407-5704,33086478,REGINA COELI FERREIRA DA PENHA
0625501,DOUTOR ADAO PEREIRA NUNES,Av. Brasil,Irajá,S/Nº,,21530-000,4.8,,"-22.824938069551","-43.3370232775532",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Pré-Escola,,N,SUELI DANTAS FERREIRA,3372-5440,33088063,GWENDOLYN SONIA DA SILVA BRATHWAITE
0625502,ZUMBI DOS PALMARES,Rua Arnaldo Guinle,Coelho Neto,S/Nº,,21530-020,4.5,,"-22.8261355718837","-43.3557366508762",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/Classe Especial/Creche/Pré-Escola,1º Turno/2º Turno/Integral,N,SHEILA DE FREITAS FLORES DA SILVA,2407-5150,33100365,
0625503,GLAUBER ROCHA,Rua Frei Vicente,Pavuna,S/Nº,,21530-470,8.5,,"-22.810120258197","-43.3537273259454",N,S,1º Ano/2º Ano/3º Ano/4º Ano/5º Ano/6º Ano/Creche/Pré-Escola,,N,MARCELO CESAR DA SILVA,2407-5639,33086494,MARCIA DE OLIVEIRA GIANNINI
0625601,OS SABIDINHOS,Rua Alfonso Ortiz Tirado,Pavuna,s/nº,Pq Colúmbia,21535-000,,,"-22.8119244125406","-43.3436698396756",N,N,Creche,Integral,N,TANIA MARIA TEIXEIRA DE CARVALHO,3452-4801/2407-5804/2407-5485,33095604,
0625602,PROFESSORA JUREMA GOMES SAMPAIO DELFIM,Rua Rainha da Paz,Costa Barros,33,,21530-000,,,"-22.8215664842448","-43.3591961558366",N,N,Creche,Integral,N,LILIA FRANCISCA DE CARVALHO DORIA,2407-5650,33096171,
0625603,DR. ALBERT SABIN,Estrada do Camboatá,Costa Barros,4.040,,21650-100,,,"-22.8289129751814","-43.3704130998755",N,N,Creche,Integral,N,AMELIA FERREIRA DE OLIVEIRA,3107-3174/3107-3121,33129380,
0625604,HERBERT DE SOUZA - BETINHO,Rua Macabu,Coelho Neto,55,,21510-460,,,"-22.8361548629247","-43.3478646300545",N,N,Creche,Integral,N,ROSANGELA FERREIRA LIMA,3372-6733/2455-2988,33121362,
0625605,LUÍS CARLOS PRESTES,Rua Britânia,Caminho do Job - Pavuna,17,,21650-270,,,"-22.8182445246879","-43.379459517366",N,N,Creche,Integral,N,LIGIA MARIA MOURA DE CARVALHO CARDOSO,3358-9673/3358-4401,33096163,
0625606,LUÍS DE SOUZA DA COSTA BARROS,Estrada de Botafogo,Costa Barros,S/Nº,Portus I,21530-000,,,"-22.8202224339174","-43.3651748794754",N,N,Creche,Integral,N,FERNANDA SILVA SANTOS PEREIRA,3452-6331/3452-6331/3452-6331/2458-5278,33124868,
0625607,LUIZA DE BARROS DE SÁ FREIRE,Estrada de Botafogo,Costa Barros,S/Nº,Portus II,21525-000,,,"-22.8193247181964","-43.3615472580237",N,N,Creche/PIC,Integral,N,VERA LUCIA DIAS DE OLIVEIRA,2407-6642/3452-6117,33129398,
0625608,MAJOR CELESTINO R. DOS SANTOS,Av. Brasil,Conj. Hab. Amarelinho - Irajá,18.476,,21530-000,,,"-22.8256370214713","-43.3384294732722",N,N,Creche,Integral,N,MARIA HELENA SOARES DE OLIVEIRA,3375-9578/2407-0357,33096201,
0625609,SÔNIA MARIA DE M. ANGEL JONES,Acesso Caldense - Conj. Hab. Engenheiro Rubem Paiva,Pavuna,253 -,Pedreira,21520-710,,,"-22.8129812992193","-43.3527450908699",N,N,Creche/PIC,Integral,N,MARLY GATINHO COSTA,3448-1693/2407-5646,33096155,
0625610,ZUZU ANGEL,Praça Zuinara,Coelho Neto,S/Nº,,21545-330,,,"-22.8380996144244","-43.3427541279216",N,N,Creche,Integral,N,MARTA MASCARENHAS DOS REIS,3361-0780/3372-6238/2455-2923,33122458,
0625611,ZILKA SALABERRY,Rua Piracambu,Acari,590,,21531-020,,,"-22.8237801036929","-43.3453175283908",N,N,Creche/PIC,Integral,N,CATIA CRISTINA BRAGA  GOMES,,33158088,
0625612,YEDDA MARQUES LAMOUNIER DE ANDRADE MACIEL,Rua Olaria,Acari,s/nº,,21530-090,,,"-22.8256512151676","-43.3425761974968",N,N,Creche,Integral,N,FATIMA BORGATTI GOUVEIA,2407-6998/24552-810,33158096,
0625614,SIMONE DE BEAUVOIR,Rua Sérgio de Siqueira Macedo,Costa Barros,420,,21510-640,,,"-22.8141996649242","-43.3671185831115",N,N,Creche,Integral,N,ELIZETE DA RESSURREICAO,2407-6649/2407-6680,33158100,
0625615,EDNA LOTTE,Rua Compositor Manuel Euzébio,Acari,s/nº,,,,,"-22.8230290348517","-43.3387508218483",N,N,Creche,Integral,N,DENISE JOSE DE SOUZA,3375-9551/3372-3057,33158118,
0625616,PROFESSOR ROGÉRIO PEDRO BATISTA,Rua São Cristovão Xavier Lopes,Acari,120,,21530-120,,,"-22.8249920267832","-43.3519232311002",N,N,Creche,Integral,N,SOLANGE DE CASTRO DE SA,2407-6644/2407-6660,33467250,
0625801,PROFESSORA ROSENICE ROCHA ROQUE,Rua das Amêndoas,Barros Filho,s/n°,,21660-100,,,"-22.8376557663487","-43.3672799066219",N,N,Creche,Integral,N,MARCIA ROSA DE ARAUJO,2407-2233/2407-2250,33160937,ERICA FERNANDES PEREIRA
0625802,WESLEY GUILBER RODRIGUES DE ANDRADE,Estr. de Botafogo,Costa Barros,S/Nº,,21525-000,,,"-22.9035393","-43.2095869",N,N,Creche/Pré-Escola,Integral,N,MARGARETE MENDES DA SILVA,2407-0354,33160945,
0625803,PROFESSORA BEATRIZ DE SOUZA MADEIRA,Rua Darwim Brandão,Costa Barros,s/nº,Lagartixa,,,,"-22.8233973726324","-43.3613185138621",N,N,Creche,Integral,N,ANDREA ROCHA DE SA,3455-9094/3373-0076,33144397,
0625804,PROFESSORA HELIA LÚCIA MORENO FERREIRA,Rua Gil Eanes,Costa Barros,,,21532-210,,,"-22.8208223136583","-43.3615587239841",N,N,Creche/Pré-Escola,Integral,N,MONICA REGINA NAZARIO BEJARANO SIQUEIRA,2407-4282/2407-6637,33163570,DENISE ELIDIA DE SOUZA REIS
0625805,FIRMINO COSTA,Pça. Rocha Vaz,Coelho Neto,S/Nº,,21511-480,,,"-22.8367397","-43.3584718",N,N,Pré-Escola,,N,LEILA ANGELICA PERETE,3372-7713,33088268,CATARINA ROTAY PICON
0625806,ANA DE BARROS CÂMARA,Rua Theremin,Coelho Neto,S/N°,,21530-290,,,"-22.838495","-43.343214",N,S,Creche/Pré-Escola,Integral,N,WANDA LUCIA DE SOUZA SANT ANA,2407-2210,33088292,
0625807,FROTA PESSOA,Rua Acataia,Costa Barros,205,,21650-510,,,"-22.8237872","-43.3732031",N,S,Creche/Pré-Escola,,N,ANA CLAUDIA NASCIMENTO MAGDALENA,2407-2257,33087067,MARIA DA CONCEICAO CORREIA DE AZEVEDO
0625808,DEPUTADO PEDRO FERNANDES FILHO,Rua Ender - Fazenda Botafogo,Pavuna,180,,21530-160,,,"-22.9035393","-43.2095869",N,S,Pré-Escola,,N,JUNIA RAQUEL SILVA DE ARAUJO,2407-4069,33088012,ANA LUCIA COUTINHO DA SILVA
0625809,SEBASTIÃO TAVARES DO NASCIMENTO,Rua Nossa Senhora do Amparo,Pavuna,S/Nº,,21525-000,,,"-22.9035393","-43.2095869",N,N,Pré-Escola,,N,ANDREIA TEIXEIRA FREITAS DOS SANTOS,2407-5678,33088055,MARIA APARECIDA FERREIRA DA SILVA
